alpha,arousal1,betha,theta,gamma,valence1
4.66,0.214,4.56,4.86,3.42,-0.00529
4.72,0.212,4.58,4.88,3.47,-0.00303
4.75,0.21,4.61,4.88,3.48,-0.00192
4.76,0.21,4.6,4.86,3.46,-0.0012
4.78,0.209,4.6,4.88,3.44,-0.00121
4.84,0.207,4.58,4.91,3.49,-0.00205
4.86,0.206,4.16,4.91,2.88,-0.00425
4.7,0.213,3.58,4.75,2.85,-0.00547
4.21,0.237,3.6,4.38,2.72,-0.0113
3.72,0.269,3.7,4.58,2.66,-0.0329
3.68,0.272,4.07,5.08,2.95,-0.0341
3.71,0.27,4.12,5.37,3.03,-0.025
3.61,0.277,4.17,5.48,3.02,-0.0239
3.52,0.284,4.18,5.49,3.22,-0.0304
3.95,0.253,7.7,5.63,6.67,-0.0143
6.37,0.157,8.23,7.26,6.68,0.0046
7.88,0.127,8.26,8.53,6.69,0.00268
8.33,0.12,8.4,9.1,6.73,0.00212
8.44,0.118,8.52,9.46,6.74,0.00205
8.74,0.114,8.53,9.8,6.86,0.00176
8.95,0.112,8.84,9.96,7.15,0.00157
9.05,0.111,8.86,9.99,7.15,0.00149
9.12,0.11,8.86,10,7.15,0.0014
9.14,0.109,8.86,10,7.15,0.00134
9.14,0.109,8.95,10,7.43,0.00134
9.14,0.109,8.71,10.1,6.96,0.00132
9.1,0.11,8.66,10.2,6.96,0.00119
8.98,0.111,8.66,10.1,6.95,0.00109
8.93,0.112,8.47,10,6.92,0.00105
8.79,0.114,8.43,9.82,6.92,0.00105
8.57,0.117,8.33,9.51,6.43,0.00114
8.32,0.12,7.88,9.25,6.36,0.00139
3.93,0.255,3.08,4.7,2.01,0.127
3.91,0.256,3.23,4.69,2.03,0.126
3.85,0.26,3.19,4.69,1.97,0.121
3.79,0.264,3.21,4.64,1.85,0.117
3.97,0.252,4.11,4.34,2.54,0.0874
4.59,0.218,4.11,4.24,2.59,0.0379
4.93,0.203,4.08,4.79,2.57,0.0219
5.04,0.198,4.03,5.03,2.54,0.0154
5.03,0.199,4.04,5.05,2.49,0.0127
5.04,0.198,4.07,5.12,2.57,0.0101
5.06,0.198,4.02,5.16,2.61,0.0105
5.07,0.197,4.04,5.21,2.58,0.0102
5.09,0.196,4.03,5.22,2.65,0.00889
5.09,0.196,4.03,5.21,2.68,0.00787
5.1,0.196,3.87,5.18,2.67,0.00667
4.99,0.2,3.01,5.16,2.13,0.00512
4.51,0.221,3.09,5.05,2.19,0.000268
3.68,0.272,3.21,4.62,2.29,-0.0156
3.45,0.29,3.43,4.42,2.34,-0.0221
3.41,0.294,3.4,4.26,2.41,-0.0268
3.3,0.303,3.38,3.91,2.31,-0.0396
3.16,0.317,3.35,3.8,2.21,-0.0707
3.05,0.328,3.35,3.78,2.2,-0.087
2.85,0.351,3.33,3.77,2.28,-0.0873
2.61,0.384,3.43,3.94,2.47,-0.0762
2.72,0.368,3.43,4.28,2.76,-0.045
3.03,0.33,5.63,4.85,4.34,-0.0133
4.39,0.228,5.86,6.02,4.38,-0.00275
5.01,0.2,5.89,6.98,4.38,-0.0095
5.23,0.191,5.89,7.34,4.38,-0.00921
5.48,0.182,5.9,7.5,4.38,-0.00773
5.65,0.177,5.91,7.6,4.4,-0.00626
5.75,0.174,5.91,7.62,4.45,-0.00516
5.77,0.173,5.91,7.63,4.46,-0.0049
5.78,0.173,5.94,7.64,4.47,-0.00534
5.8,0.172,5.95,7.65,4.48,-0.00592
5.8,0.172,5.9,7.64,3.84,-0.00664
5.79,0.173,4.85,7.6,3.2,-0.0086
5.62,0.178,4.34,7.34,3.15,-0.0112
5.36,0.186,4.11,6.93,3.35,-0.011
5.2,0.192,4.15,6.76,3.39,-0.0104
4.92,0.203,4.32,6.51,3.48,-0.0138
4.52,0.221,4.87,6.34,3.51,-0.0211
4.93,0.203,4.91,6.56,3.54,-0.00849
5.4,0.185,4.91,6.74,3.53,-0.000805
5.58,0.179,4.82,6.92,3.44,0.00263
5.6,0.178,4.76,7.09,3.37,0.00408
5.59,0.179,4.73,7.17,3.44,0.0048
5.52,0.181,4.75,7.12,3.67,0.00803
5.58,0.179,6.73,7.13,4.91,0.00937
6.27,0.16,6.87,7.42,4.87,0.00561
6.72,0.149,6.88,8.02,4.87,0.00426
6.82,0.147,6.83,8.31,4.87,0.00386
6.84,0.146,6.81,8.33,4.86,0.00374
6.79,0.147,6.81,8.31,4.87,0.00355
6.72,0.149,6.81,8.28,4.88,0.00284
6.69,0.149,6.81,8.24,4.91,0.00225
6.7,0.149,6.83,8.22,4.91,0.00216
6.72,0.149,6.84,8.2,4.9,0.00191
6.76,0.148,6.83,8.21,4.2,0.00193
6.68,0.15,5.07,8.21,3.43,0.00221
6.25,0.16,4.45,7.89,3.42,0.00236
5.51,0.182,4.44,7.12,3.51,0.000941
5.26,0.19,4.5,6.71,3.4,0.000226
5.11,0.196,4.49,6.57,3.36,-0.000516
4.99,0.201,4.5,6.3,3.33,0.000547
4.85,0.206,4.56,6.18,3.33,0.00325
4.79,0.209,4.61,6.19,3.28,0.00309
4.79,0.209,4.92,6.28,4.17,0.00432
4.53,0.221,5.19,6.29,4.22,0.00755
4.2,0.238,5.27,6.06,4.23,-0.00202
4.05,0.247,5.3,5.78,4.27,-0.0185
4,0.25,5.29,5.67,4.27,-0.0189
3.87,0.258,5.29,5.61,4.22,-0.0164
3.87,0.259,5.26,5.61,4.2,-0.00956
3.88,0.258,5.26,5.6,4.19,-0.0051
3.87,0.258,5.25,5.56,4.19,-0.00686
3.77,0.265,5.19,5.47,4.14,-0.0131
3.51,0.285,5.14,5.2,4.11,-0.0219
3.53,0.283,4.52,4.78,3.01,-0.0294
3.68,0.272,4.1,4.51,2.81,-0.0272
3.74,0.268,3.8,4.49,2.8,-0.0247
3.72,0.269,3.72,4.3,2.46,-0.0313
3.65,0.274,3.76,3.99,2.53,-0.0409
3.47,0.288,3.61,4.06,2.65,-0.059
3.33,0.301,3.6,4.23,2.62,-0.0755
3.27,0.306,3.47,4.33,2.59,-0.0774
3.08,0.325,3.41,4.35,2.6,-0.0495
2.92,0.343,3.42,4.34,2.7,-0.0142
2.84,0.352,3.39,4.26,2.63,-0.0024
2.42,0.413,3.33,4.18,2.57,0.031
1.84,0.544,3.33,4.1,2.64,0.125
1.91,0.523,3.28,3.96,2.58,0.15
2.12,0.471,3.36,3.95,2.51,0.138
2.16,0.463,3.26,4.09,2.29,0.139
2.21,0.452,3.31,4.03,2.22,0.109
2.32,0.431,3.35,3.65,2.19,0.0998
2.32,0.431,3.35,3.3,2.26,0.096
2.33,0.429,3.29,3.25,2.11,0.0744
2.44,0.41,3.23,3.31,1.99,0.0669
2.56,0.39,3.14,3.39,1.99,0.0769
2.64,0.379,3.14,3.6,2.04,0.072
2.86,0.349,3.12,4.01,1.94,0.0374
3,0.333,3.25,4.26,1.91,0.00905
3,0.333,3.54,4.22,2,0.00527
3.01,0.332,3.79,4.23,2.06,0.00933
3.2,0.313,3.87,3.5,1.78,0.0171
3.25,0.308,3.88,3.41,1.64,0.0266
3.22,0.311,3.81,3.22,1.72,0.0151
3.29,0.304,3.82,3.08,1.79,0.00198
3.44,0.29,4.07,3.17,1.96,-0.00379
3.41,0.293,4.17,3.66,1.96,-0.00673
3.4,0.294,4.17,4.19,1.94,-0.000415
3.39,0.295,4.21,4.43,2,-0.00353
3.32,0.301,4.16,4.49,1.99,-0.007
3.31,0.302,4.16,4.49,2.11,-0.00686
3.32,0.301,4.09,4.56,2.14,-0.0154
3.28,0.305,4.1,4.64,2.3,-0.0292
3.4,0.294,4.11,4.64,2.35,-0.0273
3.45,0.29,4.09,4.65,2.47,-0.0212
3.29,0.304,4.03,4.65,2.56,-0.0164
3.08,0.324,3.76,4.65,2.71,-0.0208
2.94,0.34,3.63,4.56,2.96,-0.0352
3.05,0.328,3.7,4.34,3.04,-0.0146
3.52,0.284,3.96,4.51,3.3,0.00142
3.77,0.265,4.08,4.93,3.32,0.00592
3.93,0.255,4.06,5.27,3.31,0.00979
4.13,0.242,4.02,5.34,3.52,0.00521
4.23,0.236,4.41,5.4,3.54,0.000905
4.51,0.222,4.41,5.72,3.56,0.00656
4.74,0.211,4.4,5.92,3.56,0.00771
4.82,0.208,4.39,5.96,3.48,0.00773
4.87,0.205,4.43,5.95,3.38,0.00625
4.89,0.204,4.47,5.95,3.21,0.00523
4.86,0.206,4.39,5.92,3.08,0.00373
4.74,0.211,4.16,5.79,2.88,0.00174
4.65,0.215,4.08,5.57,2.82,0.000468
4.55,0.22,4.09,5.4,2.77,0.00131
4.47,0.224,3.73,5.41,2.21,0.00243
4.27,0.234,3.39,5.3,2.18,-0.00391
3.82,0.262,3.35,4.69,2,-0.0211
3.31,0.302,3.37,3.96,1.96,-0.0689
2.82,0.355,3.24,3.79,2.12,-0.139
2.55,0.393,3,3.86,2.15,-0.2
2.4,0.417,2.96,4,2.2,-0.309
2.47,0.405,3.03,3.96,2.12,-0.292
2.52,0.397,3.26,3.87,2.08,-0.156
2.6,0.384,3.39,3.87,2.17,-0.0975
2.57,0.39,3.37,3.84,2.24,-0.0895
2.7,0.371,3.45,3.85,2.15,-0.0612
2.9,0.345,3.28,3.9,2.14,-0.0213
3.15,0.317,3.31,3.88,2.13,0.0258
3.35,0.299,3.4,3.89,2.15,0.046
3.36,0.297,3.43,3.86,1.95,0.0546
3.37,0.297,3.43,3.69,1.93,0.0717
3.36,0.297,3.48,3.41,1.91,0.0607
3.37,0.297,3.44,3.17,1.92,0.0382
3.38,0.296,3.38,3.14,2.06,0.0278
3.46,0.289,3.34,3.26,2.29,0.0301
3.51,0.285,3.27,3.23,2.29,0.0325
3.43,0.292,3.31,3.12,2.29,0.0329
3.36,0.298,3.72,3.12,2.3,0.0266
3.26,0.307,3.75,3.19,2.24,0.0207
3.14,0.318,3.78,3.09,2.27,0.0154
3.07,0.326,3.79,3.12,2.28,0.00255
3.04,0.329,3.77,3.23,2.26,0.00133
3.03,0.33,3.8,3.23,2.26,0.0267
2.96,0.338,3.81,3.32,2.22,0.0504
2.87,0.348,3.65,3.53,2.16,0.0339
2.84,0.352,3.7,3.77,1.77,0.00499
2.91,0.344,3.78,3.92,1.75,-0.00887
2.94,0.34,3.61,3.86,1.9,-0.000706
2.75,0.364,3.24,3.97,1.92,-0.00628
2.72,0.367,3.3,4.22,1.85,-0.0378
2.94,0.34,3.3,4.33,1.81,-0.0716
3,0.334,3.17,4.29,1.82,-0.0824
2.98,0.336,3.17,4.29,1.86,-0.0794
2.98,0.335,3.14,4.33,1.79,-0.0769
2.95,0.339,3.15,4.35,1.77,-0.073
2.92,0.343,3.08,4.34,1.82,-0.0456
2.96,0.337,3.11,4.25,1.81,-0.0066
2.98,0.336,3.11,4.22,1.87,0.008
2.95,0.339,3.13,4.16,1.8,0.00694
2.92,0.343,3.1,3.95,1.86,0.0118
2.76,0.362,2.95,3.71,1.9,0.0239
2.61,0.382,3.04,3.61,1.92,0.0591
2.64,0.378,3.08,3.65,1.89,0.0916
2.77,0.362,3.08,3.61,1.86,0.0897
2.87,0.349,2.97,3.59,1.91,0.0756
2.94,0.34,3.02,3.45,1.86,0.0801
3.06,0.327,3.16,3.31,1.81,0.0886
2.98,0.335,3.28,3.51,1.95,0.0898
2.9,0.345,3.26,3.65,1.93,0.0881
3.08,0.325,3.34,3.67,1.75,0.0842
3.27,0.306,3.31,3.83,1.71,0.0799
3.51,0.285,3.27,3.94,1.67,0.0711
3.87,0.258,3.22,3.99,1.82,0.0526
4.07,0.246,3.28,3.98,2.09,0.0407
4.18,0.239,3.37,3.94,2.32,0.0366
4.2,0.238,3.45,3.84,2.44,0.0369
4.17,0.24,3.38,3.79,2.46,0.0336
4.13,0.242,3.22,3.65,2.39,0.0284
4.14,0.242,3,3.44,2.34,0.0316
4.15,0.241,3.12,3.41,2.44,0.0345
4.1,0.244,3.19,3.3,2.48,0.0296
4.06,0.246,3.23,2.98,2.51,0.0244
3.82,0.262,3.24,2.58,2.5,0.0251
3.64,0.275,3.28,3.11,2.32,0.0305
3.3,0.303,3.25,3.6,2.12,0.0497
2.97,0.337,3.2,3.77,1.98,0.0539
2.94,0.34,3.37,3.78,2.01,0.0456
2.97,0.337,3.42,3.78,2.02,0.05
2.94,0.34,3.48,3.77,2.11,0.0535
2.31,0.433,3.81,4.27,2.27,-0.0439
2.11,0.473,3.46,4.04,2.26,-0.043
2.08,0.48,3.36,3.97,2.13,-0.0359
2.01,0.499,3.32,4.01,1.97,-0.0245
2.06,0.486,3.28,3.88,1.91,-0.0353
1.89,0.528,3.16,3.42,1.91,-0.00592
1.86,0.538,3.07,3.11,1.88,0.0613
1.76,0.568,3.03,3.35,1.86,0.0547
1.63,0.614,2.87,3.85,1.72,0.0246
1.55,0.647,2.88,4.19,1.86,0.00736
1.58,0.632,2.97,4.24,1.81,-0.00378
1.74,0.574,2.94,4.26,1.84,-0.00262
1.82,0.551,3.08,4.39,1.76,-0.00536
1.91,0.522,3.17,4.51,1.91,0.00225
2.31,0.434,3.09,4.61,1.89,0.0678
2.66,0.376,3.19,4.63,1.94,0.11
2.84,0.352,3.36,4.58,2.07,0.12
2.85,0.351,3.61,4.56,2.18,0.0991
3.08,0.325,3.65,4.58,2.22,0.0481
3.27,0.306,3.63,4.49,2.37,0.0381
3.38,0.296,3.59,4.41,2.26,0.0448
3.47,0.288,3.74,4.44,2.22,0.0423
3.62,0.276,3.72,4.42,2.22,0.0378
3.8,0.263,3.7,4.35,2.27,0.0371
3.86,0.259,3.73,4.21,2.16,0.0379
3.81,0.263,3.72,4.13,2.21,0.0346
3.76,0.266,3.66,4.13,2.09,0.0191
3.76,0.266,3.47,4.18,1.98,0.000692
3.78,0.265,3.36,4.17,2.1,-0.000162
3.7,0.271,3.38,4.04,1.95,0.00449
3.57,0.28,3.62,3.78,1.96,0.00482
3.55,0.282,3.64,3.42,1.98,0.00125
3.54,0.283,3.41,3.29,2.04,-0.000041
3.34,0.3,3.4,3.2,2.16,-0.00782
3.02,0.332,3.35,3.17,2.15,-0.0398
2.93,0.342,3.3,3.59,2.23,-0.0657
2.92,0.343,3.41,3.87,2.41,-0.0642
3,0.334,3.51,3.87,2.54,-0.0356
3.1,0.323,3.52,3.8,2.58,-0.0187
3.03,0.33,3.45,3.77,2.47,-0.0137
2.98,0.336,3.41,3.8,2.46,-0.00829
3.01,0.333,3.15,3.93,2.53,0.00898
2.97,0.337,3.05,4.09,2.51,0.0171
2.95,0.339,3.1,4.19,2.47,0.0142
3.02,0.331,3.11,4.36,2.42,0.0179
3.14,0.319,3.14,4.34,2.42,0.0288
3.24,0.308,3.06,4.14,2.42,0.0312
3.22,0.311,2.88,4.15,2.06,0.0366
3.05,0.328,2.92,4.22,2.06,0.0493
2.89,0.346,2.86,4.29,2.11,0.0714
2.9,0.345,2.91,4.39,2.22,0.064
2.95,0.339,3.15,4.58,2.59,0.0243
2.89,0.345,3.39,4.81,2.51,0.00141
2.99,0.334,3.81,4.95,2.52,-0.0193
3.25,0.308,3.84,4.94,2.53,-0.036
3.54,0.282,3.88,4.89,2.48,-0.0531
3.75,0.267,3.87,5.09,2.52,-0.0685
3.86,0.259,3.92,5.29,2.55,-0.0774
3.88,0.258,3.98,5.36,2.59,-0.0838
3.88,0.258,3.95,5.36,2.55,-0.0881
3.87,0.258,3.98,5.35,2.55,-0.0876
3.87,0.259,3.99,5.32,2.3,-0.0836
3.85,0.26,3.95,5.2,2.12,-0.0787
3.84,0.26,3.92,5.02,2.29,-0.0752
3.8,0.263,3.71,4.9,2.31,-0.0725
3.67,0.272,3.68,4.87,2.31,-0.0713
3.45,0.29,3.72,4.8,2.31,-0.0864
3.21,0.312,3.66,4.39,2.15,-0.0846
3.07,0.326,3.69,3.88,2.11,-0.0799
3.14,0.319,3.65,3.7,2.03,-0.0835
3.17,0.316,3.62,3.76,2,-0.0881
3.15,0.317,3.6,3.82,1.98,-0.0909
3.17,0.315,3.56,3.95,2.07,-0.088
3.2,0.313,3.32,4.04,1.95,-0.0951
3.16,0.317,3.25,4,1.84,-0.097
3.04,0.329,3.29,3.84,1.76,-0.125
2.85,0.351,3.24,3.73,1.8,-0.128
2.52,0.397,3.18,3.75,2.09,-0.0957
2.4,0.417,3.27,3.75,2.11,-0.0706
2.44,0.409,3.1,3.66,2.13,-0.0659
2.32,0.431,3.15,3.46,2.26,-0.0512
2.27,0.441,3.35,3.36,2.4,-0.0262
2.25,0.444,3.42,3.45,2.52,-0.0193
2.14,0.468,3.39,3.43,2.54,-0.0116
2.11,0.474,3.42,3.24,2.59,0.00824
2.1,0.476,3.56,3.15,2.66,0.0146
2.11,0.473,3.49,3.14,2.71,-0.000717
2.06,0.485,3.55,3.18,2.85,-0.00236
1.93,0.519,3.45,3.26,2.78,0.000812
1.66,0.602,3.45,3.28,2.77,0.00638
1.56,0.641,3.47,3.29,2.74,0.0217
1.82,0.549,3.22,3.4,2.57,0.0162
2.32,0.432,3.09,3.36,2.57,-0.00298
2.55,0.392,3.32,3.12,2.41,-0.0111
2.63,0.38,3.4,3.19,2.41,-0.0117
2.67,0.374,3.25,3.4,2.36,-0.0176
2.7,0.371,3.28,3.45,2.31,-0.0217
2.7,0.37,3.37,3.45,2.15,-0.0114
2.73,0.366,3.37,3.43,2.04,-0.0172
2.78,0.36,3.38,3.33,2.18,-0.0178
2.86,0.349,3.46,3.27,2.29,-0.023
2.92,0.343,3.54,3.2,2.31,-0.0307
2.88,0.347,3.62,3.06,2.33,-0.0203
2.87,0.348,3.63,3.02,2.38,0.00793
2.83,0.353,3.47,3.01,2.4,0.0314
2.76,0.362,3.45,2.92,2.38,0.0388
2.75,0.364,3.44,3.03,2.37,0.0347
3.58,0.279,3.97,4.04,1.61,-0.00147
3.51,0.285,3.96,3.99,1.59,0.004
3.48,0.287,4.04,3.97,1.81,0.011
3.4,0.294,4.03,3.93,1.94,0.0216
3.23,0.309,4.06,3.84,2.14,0.0316
3.29,0.304,4.07,3.74,2.17,0.0386
3.49,0.287,3.92,3.81,2.18,0.0468
3.51,0.285,3.93,3.87,2.32,0.0547
3.45,0.29,4.05,3.84,2.55,0.0462
3.67,0.272,3.97,3.97,2.64,0.0265
3.99,0.251,3.79,4.07,2.73,0.0291
4.11,0.243,3.6,3.99,2.81,0.0406
4.15,0.241,3.61,4.09,2.77,0.0404
4.15,0.241,3.53,4.18,2.69,0.0311
4.14,0.241,3.44,4.18,2.66,0.0268
4.13,0.242,3.33,4.18,2.53,0.0283
4.04,0.247,3.27,4.17,2.58,0.0292
3.94,0.254,3.24,4.2,2.59,0.0235
3.94,0.254,3.09,4.27,2.48,0.0154
3.88,0.258,3.28,4.28,2.45,0.0198
3.62,0.276,3.33,4.17,2.34,0.0362
3.47,0.288,3.36,4.14,2.28,0.0369
3.58,0.279,3.45,4.12,2.28,0.0251
3.67,0.272,3.43,4.02,2.24,0.0299
3.65,0.274,3.7,3.99,2.22,0.0443
3.78,0.264,3.83,4.03,2.21,0.0628
4.07,0.246,3.92,4.02,2.29,0.0682
4.3,0.233,3.89,4.07,2.19,0.0586
4.35,0.23,3.96,4.11,2.18,0.0555
4.35,0.23,3.8,4.04,1.91,0.06
4.42,0.226,3.72,3.98,1.87,0.0598
4.45,0.225,3.66,3.84,1.82,0.0577
4.34,0.231,3.75,3.79,1.73,0.0566
4.21,0.238,3.68,3.78,1.71,0.0464
4.19,0.239,3.58,3.77,1.71,0.0387
4.19,0.239,3.35,3.8,1.73,0.0378
4.07,0.246,3.24,3.8,1.66,0.0325
3.76,0.266,3.14,3.86,1.63,0.0224
3.41,0.294,3.06,3.72,1.91,0.017
3.33,0.301,3.03,3.49,1.98,0.0133
3.2,0.313,3.1,3.37,2.11,0.00431
2.89,0.346,3.19,3.41,2.21,-0.00448
2.72,0.368,3.11,3.59,2.2,-0.00624
2.83,0.354,3.07,3.59,2.17,0.0129
2.94,0.34,3.35,3.66,2.14,0.0434
2.94,0.34,3.86,3.76,2.18,0.0461
3.09,0.324,3.95,3.86,2.29,0.0286
3.14,0.318,3.96,3.96,2.31,0.023
3.07,0.325,3.98,3.99,2.32,0.0249
3,0.334,3.94,4.01,2.13,0.0243
3.02,0.331,3.97,4,2.1,0.0244
3.09,0.324,4.01,4.12,2.12,0.0296
3.13,0.319,4.07,4.29,2.02,0.0325
3.21,0.311,4.2,4.4,2.28,0.0134
3.03,0.33,4.25,4.57,2.28,-0.0194
3.05,0.328,4.15,4.66,2.24,-0.0521
3.04,0.329,3.79,4.61,2.27,-0.0544
2.97,0.337,3.74,4.5,2.29,-0.0539
3.12,0.32,3.81,4.45,2.27,-0.0627
3.31,0.302,3.82,4.54,2.24,-0.0633
3.39,0.295,3.8,4.59,2.18,-0.0522
3.39,0.295,3.78,4.6,2.11,-0.0289
3.38,0.296,3.8,4.46,2.09,-0.0174
3.4,0.294,3.61,4.35,2.17,-0.00477
3.4,0.294,3.38,4.21,2.03,-0.000076
3.56,0.281,3.44,4.05,2.03,0.00552
3.67,0.273,3.49,3.99,2.07,0.012
3.7,0.27,3.49,4.05,1.84,0.0163
3.68,0.271,3.41,4.2,1.85,0.0218
3.66,0.273,3.33,4.24,1.89,0.028
3.6,0.278,3.35,4.21,1.97,0.0367
3.57,0.28,3.37,4.16,2,0.0398
3.58,0.28,3.29,4.23,2.01,0.0358
3.57,0.28,3.25,4.35,2.04,0.0324
3.51,0.285,3.25,4.38,2.01,0.0245
3.37,0.297,3.23,4.28,1.97,0.00611
3.22,0.311,3.19,4.25,1.92,0.0126
2.93,0.342,3.23,4.36,1.9,0.0158
2.84,0.352,3.31,4.46,2.01,0.00621
2.77,0.361,3.27,4.57,1.97,0.0072
2.63,0.38,3.32,4.69,1.96,0.00367
3,0.333,3.25,4.69,1.94,-0.00829
3.35,0.298,3.29,4.75,1.92,-0.0107
3.45,0.29,3.22,4.73,1.88,-0.00788
3.43,0.292,3.25,4.68,1.79,-0.0104
3.54,0.282,3.43,4.7,1.86,-0.00118
3.76,0.266,3.4,4.72,1.84,0.00117
3.78,0.264,3.4,4.71,2.11,-0.0048
3.82,0.261,3.44,4.61,2.13,-0.00113
3.85,0.26,3.47,4.45,2.13,0.00636
3.9,0.257,3.53,4.39,2.17,0.00548
3.91,0.256,3.58,4.77,2.2,0.0162
3.74,0.267,3.6,5.09,2.16,0.0269
3.69,0.271,3.71,5.1,2.14,0.0164
3.83,0.261,3.81,5.1,2.27,0.0063
4.12,0.243,3.87,5.4,2.38,0.000859
4.34,0.23,3.74,5.83,2.31,-0.00934
4.39,0.228,3.72,6.02,2.42,-0.0176
4.47,0.224,3.74,6.05,2.28,-0.0153
4.49,0.223,3.74,6.07,2.38,-0.0134
4.52,0.221,3.72,6.08,2.38,-0.014
4.52,0.221,3.8,6.03,2.37,-0.0156
4.57,0.219,3.83,5.89,2.43,-0.0149
4.62,0.216,3.87,5.77,2.42,-0.0125
4.57,0.219,3.77,5.76,2.41,-0.0129
4.44,0.225,3.62,5.77,2.32,-0.0154
4.08,0.245,3.61,5.59,2.23,-0.0181
4.47,0.223,5.11,5.6,2.97,0.0185
4.48,0.223,5.04,5.67,2.97,0.011
4.41,0.227,5,5.74,2.98,-0.0043
4.31,0.232,4.97,5.78,2.99,-0.0208
4.23,0.236,4.88,5.8,3,-0.0289
4.11,0.243,4.84,5.8,3,-0.0295
3.92,0.255,4.18,5.79,2.27,-0.029
3.62,0.276,3.66,5.78,2.11,-0.0309
3.29,0.304,3.6,5.65,2.15,-0.0278
3.33,0.3,3.43,5.36,2.1,-0.0247
3.24,0.309,3.49,5.11,2.08,-0.0367
2.89,0.346,3.5,4.78,2.13,-0.0534
2.85,0.351,3.47,4.34,2.13,-0.0507
3.05,0.328,3.53,3.9,2.15,-0.0295
3.24,0.309,3.54,3.76,2.19,0.00244
3.42,0.293,3.53,3.78,2.18,0.0214
3.52,0.284,3.37,3.74,2.16,0.0281
