tonal.chords_changes_rate,tonal.chords_histogram.0,tonal.chords_histogram.1,tonal.chords_histogram.10,tonal.chords_histogram.11,tonal.chords_histogram.12,tonal.chords_histogram.13,tonal.chords_histogram.14,tonal.chords_histogram.15,tonal.chords_histogram.16,tonal.chords_histogram.17,tonal.chords_histogram.18,tonal.chords_histogram.19,tonal.chords_histogram.2,tonal.chords_histogram.20,tonal.chords_histogram.21,tonal.chords_histogram.22,tonal.chords_histogram.23,tonal.chords_histogram.3,tonal.chords_histogram.4,tonal.chords_histogram.5,tonal.chords_histogram.6,tonal.chords_histogram.7,tonal.chords_histogram.8,tonal.chords_histogram.9,tonal.chords_key,tonal.chords_number_rate,tonal.chords_scale,tonal.chords_strength.mean,tonal.hpcp.mean.0,tonal.hpcp.mean.1,tonal.hpcp.mean.10,tonal.hpcp.mean.11,tonal.hpcp.mean.12,tonal.hpcp.mean.13,tonal.hpcp.mean.14,tonal.hpcp.mean.15,tonal.hpcp.mean.16,tonal.hpcp.mean.17,tonal.hpcp.mean.18,tonal.hpcp.mean.19,tonal.hpcp.mean.2,tonal.hpcp.mean.20,tonal.hpcp.mean.21,tonal.hpcp.mean.22,tonal.hpcp.mean.23,tonal.hpcp.mean.24,tonal.hpcp.mean.25,tonal.hpcp.mean.26,tonal.hpcp.mean.27,tonal.hpcp.mean.28,tonal.hpcp.mean.29,tonal.hpcp.mean.3,tonal.hpcp.mean.30,tonal.hpcp.mean.31,tonal.hpcp.mean.32,tonal.hpcp.mean.33,tonal.hpcp.mean.34,tonal.hpcp.mean.35,tonal.hpcp.mean.4,tonal.hpcp.mean.5,tonal.hpcp.mean.6,tonal.hpcp.mean.7,tonal.hpcp.mean.8,tonal.hpcp.mean.9,tonal.hpcp_entropy.mean,tonal.key_key,tonal.key_scale,tonal.key_strength,tonal.thpcp.0,tonal.thpcp.1,tonal.thpcp.10,tonal.thpcp.11,tonal.thpcp.12,tonal.thpcp.13,tonal.thpcp.14,tonal.thpcp.15,tonal.thpcp.16,tonal.thpcp.17,tonal.thpcp.18,tonal.thpcp.19,tonal.thpcp.2,tonal.thpcp.20,tonal.thpcp.21,tonal.thpcp.22,tonal.thpcp.23,tonal.thpcp.24,tonal.thpcp.25,tonal.thpcp.26,tonal.thpcp.27,tonal.thpcp.28,tonal.thpcp.29,tonal.thpcp.3,tonal.thpcp.30,tonal.thpcp.31,tonal.thpcp.32,tonal.thpcp.33,tonal.thpcp.34,tonal.thpcp.35,tonal.thpcp.4,tonal.thpcp.5,tonal.thpcp.6,tonal.thpcp.7,tonal.thpcp.8,tonal.thpcp.9,tonal.tuning_diatonic_strength,tonal.tuning_equal_tempered_deviation,tonal.tuning_frequency,tonal.tuning_nontempered_energy_ratio
0.086956523,95.6521759,4.347826004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.086956523,1,0.57469672,0.262933403,0.170129478,0.06388057,0.218319133,0.289012849,0.141885191,0.172248647,0.248585641,0.127231166,0.082671963,0.177334532,0.174564689,0.061348792,0.251353651,0.440334946,0.289102405,0.057207316,0.02885274,0.01594275,0.035896741,0.097008124,0.088887535,0.0431665,0.020009663,0.027986115,0.036759723,0.149184093,0.291093022,0.290650904,0.259909987,0.021999558,0.063697554,0.087923862,0.057901595,0.050775643,0.057415977,1.573402882,1,1,0.809031069,1,0.656551123,0.083481275,0.338796854,0.661071837,0.660067737,0.590255201,0.597121358,0.386363775,0.139323011,0.045441914,0.049960963,0.129917726,0.144657046,0.199674964,0.131494433,0.115311407,0.130391598,0.145072684,0.495802432,0.656347752,0.322221071,0.391176403,0.065524533,0.564537644,0.288941801,0.187747896,0.402726442,0.396436155,0.570823789,0.036205962,0.081521444,0.220305309,0.201863453,0.098031059,0.063556425,0.623017251,0.092259295,440.2542419,0.716442347
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.541547954,0.300394416,0.314578235,0.043718342,0.114963427,0.345449179,0.317755103,0.115704611,0.218059078,0.233154789,0.081690997,0.102852367,0.185754687,0.17952013,0.145187169,0.26459378,0.389483899,0.186081886,0.040271867,0.02424521,0.012435225,0.052473255,0.10025806,0.087176263,0.065792195,0.054977514,0.033984791,0.060440488,0.192795217,0.285053164,0.259852737,0.024199186,0.028489999,0.073527247,0.0796009,0.050352059,0.049092032,1.753248453,1,1,0.750114202,1,0.477765292,0.155180961,0.495001763,0.731874049,0.667171955,0.771262705,0.807679713,0.460917979,0.168921471,0.062131416,0.073148079,0.103398025,0.188781217,0.204375327,0.129278928,0.126043797,0.112246856,0.295168638,0.886940837,0.81583631,0.297071606,0.559866726,0.062249582,0.598624945,0.209741652,0.264073461,0.476925194,0.372768104,0.679344594,0.031927444,0.134725094,0.257412583,0.223825082,0.141154781,0.087255962,0.539450884,0.236341015,434.4440002,0.941071808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0.043478262,1,0.621456563,0.442563266,0.373934448,0.043759376,0.222366542,0.432834417,0.259944052,0.11548055,0.250048131,0.184089199,0.05954783,0.148649976,0.174527183,0.11814639,0.120811269,0.250187576,0.265619665,0.088108584,0.026817417,0.014740652,0.019416254,0.070729762,0.095022753,0.066550314,0.017959962,0.040022172,0.030146664,0.096016645,0.24006848,0.274810821,0.286581278,0.013546236,0.040869053,0.075451814,0.061932139,0.042915221,0.047730938,1.58517158,5,0,0.719087422,1,0.844928801,0.09887711,0.50245142,0.978017032,0.587360203,0.260935694,0.564999759,0.415961325,0.134552136,0.335884124,0.394355327,0.26695931,0.272980779,0.565314829,0.600184619,0.199086979,0.060595669,0.033307448,0.043872267,0.159818426,0.214709982,0.150374696,0.040581681,0.090432659,0.068118311,0.216955751,0.54245007,0.620952606,0.647548735,0.030608587,0.092346236,0.170488194,0.139939636,0.096969686,0.107851103,0.517822206,0.149691552,437.4657898,0.737411857
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.043478262,1,0.548740327,0.286497891,0.055427488,0.306790262,0.378565669,0.132154286,0.162408113,0.255231261,0.126303151,0.094106667,0.183284029,0.147572517,0.125266775,0.01114686,0.22776337,0.166084394,0.037343387,0.018680997,0.01820422,0.041932419,0.105524756,0.123698056,0.074810758,0.054908924,0.020711876,0.089081451,0.163568795,0.237768292,0.2412965,0.378546685,0.508870125,0.057992164,0.078765132,0.060321745,0.054078914,0.048887171,0.065892294,1.744950294,12,1,0.679627597,1,0.563007891,0.129487455,0.602885187,0.743933797,0.259701401,0.319154352,0.501564622,0.248203114,0.18493259,0.360178411,0.290000349,0.10892266,0.246166497,0.447586447,0.326378733,0.073384903,0.036710735,0.035773803,0.082402989,0.207370698,0.243083745,0.147013456,0.021905119,0.107903607,0.175057337,0.321435243,0.467247486,0.474180907,0.743896484,0.040701695,0.113962606,0.154784352,0.118540548,0.106272526,0.096070036,0.459875137,0.306193978,449.5048828,0.990980685
0.043478262,0,95.6521759,0,0,0,0,0,0,0,0,0,0,4.347826004,0,0,0,0,0,0,0,0,0,0,0,10,0.086956523,0,0.484229714,0.418923914,0.401273429,0.039123114,0.178556547,0.36912179,0.224522427,0.093208946,0.246483117,0.206735626,0.079793453,0.146945804,0.165152416,0.125298038,0.094962671,0.161535889,0.190171435,0.071781695,0.02013574,0.023971358,0.043715488,0.099220172,0.116759568,0.10120254,0.020789349,0.126421615,0.090440847,0.085720412,0.219397649,0.250999004,0.225677431,0.016125584,0.077212073,0.186447471,0.146722078,0.049406596,0.046490062,1.714165926,6,1,0.67821002,1,0.957867086,0.093389548,0.426226676,0.881118953,0.535950363,0.222496122,0.588372052,0.493492067,0.190472424,0.350769669,0.394230098,0.299094975,0.22668238,0.385597199,0.453952193,0.171347812,0.048065387,0.057221271,0.104351856,0.236845329,0.278713077,0.241577372,0.049625598,0.301777035,0.215888485,0.204620481,0.523717165,0.59915179,0.538707435,0.03849287,0.184310496,0.445062846,0.350235611,0.117936917,0.110974953,0.464342177,0.131615251,437.4657898,0.760514259
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.043478262,0,0.444909543,0.196789891,0.03385783,0.236844286,0.273998499,0.100775398,0.178236395,0.261233389,0.133967295,0.09835121,0.169391468,0.160868391,0.150715083,0.01074672,0.183018208,0.108070485,0.02241214,0.01307304,0.018033132,0.069010019,0.136510521,0.155328676,0.181838721,0.146566749,0.023704344,0.081604615,0.18379955,0.27104792,0.221980289,0.332856834,0.410094291,0.130747274,0.194978133,0.101727389,0.049822211,0.045317583,0.054129291,1.75918746,5,1,0.658503115,1,0.479864985,0.13199231,0.577536166,0.668135345,0.245737135,0.434622973,0.637008131,0.326674372,0.239825845,0.413054943,0.392271727,0.082561083,0.367513239,0.446283251,0.263525933,0.054651186,0.031878132,0.043973137,0.168278426,0.332875937,0.378763318,0.443407089,0.026205486,0.357397676,0.198989883,0.448188514,0.660940468,0.541290879,0.811659276,0.057802182,0.318822473,0.475447088,0.248058528,0.121489652,0.110505275,0.517149508,0.381935954,450.2844849,0.996453881
0.043478262,0,91.30434418,0,0,0,0,0,0,0,0,0,0,8.695652008,0,0,0,0,0,0,0,0,0,0,0,10,0.086956523,0,0.509932339,0.484324217,0.405735135,0.021451348,0.142926231,0.322514087,0.206122011,0.091823243,0.213723704,0.161688462,0.057684645,0.132736593,0.156832024,0.130621448,0.10130278,0.143034935,0.159652367,0.079409212,0.061292928,0.043367051,0.038258497,0.100270584,0.119729623,0.150460839,0.03211147,0.183826238,0.101974823,0.089784697,0.20005317,0.228395268,0.282002747,0.008139111,0.042698726,0.165645346,0.157457054,0.048428349,0.033750243,1.72766912,6,1,0.6907745,1,0.83773458,0.044291299,0.295104444,0.665905356,0.425586849,0.189590439,0.441282302,0.33384344,0.119103365,0.274065584,0.32381618,0.269698352,0.209163159,0.295328885,0.329639435,0.163958788,0.126553506,0.089541361,0.078993566,0.20703195,0.247209653,0.310661405,0.066301599,0.379552037,0.21055074,0.185381398,0.413056314,0.471575171,0.582260251,0.016805088,0.088161454,0.342013359,0.32510671,0.09999159,0.069685228,0.503198445,0.12629272,437.4657898,0.724464715
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.043478262,0,0.538363278,0.614672601,0.325144559,0.047578,0.263784587,0.327029794,0.115372241,0.097329833,0.14571251,0.077924758,0.081156366,0.168264061,0.142055288,0.049270418,0.08746504,0.093254045,0.059153203,0.055072851,0.059855383,0.024960235,0.078667805,0.129977077,0.08592923,0.133318052,0.016366977,0.146628976,0.075094007,0.142315477,0.230615675,0.212657765,0.418282926,0.009113404,0.087356508,0.169805735,0.098476388,0.033180483,0.030841673,1.656880975,6,1,0.5870561,1,0.52897197,0.077403806,0.429146498,0.532038987,0.187697068,0.158344179,0.237057105,0.126774415,0.132031858,0.273745835,0.231107235,0.080157176,0.142295331,0.151713356,0.096235298,0.089597046,0.097377665,0.040607367,0.127983257,0.211457416,0.139796749,0.216892779,0.026627146,0.238548085,0.122169115,0.231530532,0.375184566,0.34596917,0.68049711,0.014826436,0.142118767,0.276253939,0.160209492,0.053980742,0.050175771,0.437172413,0.063416451,441.0177917,0.702827096
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,10,0.043478262,0,0.566217601,0.607588708,0.302614242,0.039149076,0.241557509,0.313310951,0.119468577,0.047708839,0.050524291,0.033598896,0.083451815,0.171145216,0.135056183,0.050920013,0.071694516,0.075461023,0.051282804,0.057685364,0.059729893,0.022847394,0.074348353,0.130428746,0.09206938,0.136152968,0.022493212,0.154508099,0.093953349,0.146986172,0.218625635,0.214788288,0.436937124,0.009456309,0.08496701,0.167850658,0.097148426,0.033512529,0.030275743,1.726989388,1,1,0.534578204,1,0.498057723,0.064433515,0.397567481,0.515662909,0.196627378,0.078521602,0.083155416,0.055298749,0.137349188,0.281679392,0.222282246,0.083806716,0.117998436,0.124197543,0.084403813,0.094941467,0.098306455,0.037603386,0.12236625,0.214666173,0.151532412,0.224087387,0.037020456,0.254297197,0.154633135,0.241917223,0.359825045,0.353509337,0.719133079,0.015563669,0.139842972,0.276257038,0.159891754,0.055156603,0.049829338,0.426870048,0.098306499,441.0177917,0.7149055
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,10,0.043478262,0,0.591713667,0.653348684,0.351622194,0.037073292,0.247854725,0.327026159,0.125408158,0.024091017,0.017742144,0.015017373,0.03275222,0.109434269,0.114941783,0.070495747,0.111443289,0.142395422,0.082778759,0.065632589,0.060121048,0.018641369,0.069525428,0.12718527,0.096461967,0.171323732,0.026162678,0.193395332,0.063642621,0.053374719,0.148240387,0.217059135,0.467323929,0.011057312,0.08950875,0.169416681,0.090489551,0.01850277,0.018755395,1.757302165,1,1,0.593436718,1,0.538184583,0.056743503,0.379360557,0.500538468,0.191946745,0.036873139,0.027155705,0.022985235,0.050129771,0.167497501,0.175927162,0.107899122,0.17057246,0.217947051,0.126699209,0.100455686,0.092019849,0.028532038,0.106413968,0.194666758,0.147642404,0.262224048,0.040043976,0.296006322,0.097409889,0.081694081,0.226893216,0.332225561,0.71527493,0.016924059,0.136999965,0.259305149,0.138501167,0.028319901,0.028706562,0.464479864,0.084153399,441.0177917,0.707517862
0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.615216017,0.660158753,0.622452974,0.01523389,0.166273102,0.377253741,0.263364524,0.047792114,0.02244233,0.023007944,0.015191664,0.015893256,0.016779864,0.211691275,0.058374997,0.178554371,0.178889692,0.091731146,0.070504934,0.031750571,0.023902515,0.109989889,0.118951127,0.136459127,0.064438425,0.240674347,0.156846136,0.037698954,0.039234277,0.084923364,0.266493708,0.027180601,0.039925177,0.156347737,0.176135316,0.077208154,0.027624739,2.094380856,6,1,0.586522818,1,0.94288379,0.0230761,0.251868367,0.571459115,0.398941189,0.072394878,0.033995353,0.03485214,0.023012137,0.024074901,0.025417922,0.320667237,0.088425696,0.270471871,0.270979822,0.138953164,0.106799968,0.048095357,0.036207221,0.166611269,0.180185646,0.206706539,0.097610496,0.364570409,0.23758851,0.057105891,0.059431579,0.128640816,0.403681248,0.041172825,0.060478143,0.236833543,0.266807526,0.116953917,0.041845601,0.509339511,0.098838173,436.708374,0.758212686
